Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Subject,88.893,Approach,Not defined,STATE,211.500,212.400,0.900,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2115,2124,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Novel,84.386,Approach,Not defined,STATE,214.900,215.799,0.899,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2149,NA,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Novel,84.386,Investigation,Not defined,STATE,215.800,221.000,5.200,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2158,2210,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Subject,88.893,Investigation,Not defined,STATE,216.200,220.400,4.200,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2162,2204,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Novel,84.386,Approach,Not defined,STATE,224.000,224.999,0.999,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2240,NA,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Novel,84.386,Investigation,Not defined,STATE,225.000,227.100,2.100,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2250,2271,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Novel,84.386,Approach,Not defined,STATE,228.200,229.099,0.899,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2282,NA,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Novel,84.386,Investigation,Not defined,STATE,229.100,232.000,2.900,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2291,2320,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Subject,88.893,Investigation,Not defined,STATE,231.600,232.100,0.500,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2316,2321,,,,
oxy_1-250226-101914,2025-03-20 23:11:23.438,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,0.0,321.800,321.900,10.000,Novel,84.386,Approach,Not defined,STATE,235.500,238.199,2.699,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_1-250226-101914/2_22_25_Oxytocin_Pilot-250222-082954_oxy_1-250226-101914_Cam1.avi,2355,NA,,,,
