Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,No focal subject,0.0,s2_Introduced,Not defined,POINT,0.000,0.000,NA,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0,0,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,No focal subject,0.0,agent_Introduced,Not defined,POINT,56.200,56.200,NA,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,562,562,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Novel,53.596,Approach,Not defined,STATE,56.900,57.499,0.599,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,569,NA,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Subject,66.796,Investigation,Not defined,STATE,57.300,58.700,1.400,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,573,587,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Novel,53.596,Investigation,Not defined,STATE,57.500,59.300,1.800,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,575,593,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Subject,66.796,Investigation,Not defined,STATE,60.000,61.700,1.700,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,600,617,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Novel,53.596,Investigation,Not defined,STATE,61.200,62.100,0.900,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,612,621,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Subject,66.796,Approach,Not defined,STATE,62.100,63.599,1.499,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,621,NA,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Subject,66.796,Investigation,Not defined,STATE,63.600,109.700,46.100,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,636,1097,,,,
oxy_2-250226-110001,2025-03-20 22:45:57.733,,Media file,player #1:C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,0.0,186.500,189.200,10.000,Novel,53.596,Investigation,Not defined,STATE,65.800,68.400,2.600,C:/Users/niuni/Downloads/2_26_25_Oxytocin_Pilot-250226-103221/2_26_25_Oxytocin_Pilot-250226-103221/oxy_2-250226-110001/2_26_25_Oxytocin_Pilot-250226-103221_oxy_2-250226-110001_Cam1.avi,658,684,,,,
